LotFrontage,LotArea,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,CentralAir,GrLivArea,PoolArea,YrSold,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,Heating_GasA,Heating_GasW,Heating_Grav,Heating_Wall,total_square_ft,built_minus_sold
85.0,10800,5,5,2,0,5,1954,864,4,1,1080,0,2007,1,0,0,0,0,1,0,0,0,1944,3961
36.0,10448,4,7,1,0,6,1996,360,3,1,1383,0,2009,1,0,0,0,0,1,0,0,0,1743,4005
69.37905085568637,11888,6,6,1,0,5,1945,1606,3,1,2256,0,2010,1,0,0,0,0,1,0,0,0,3862,3955
70.0,10395,8,5,1,0,6,1998,774,2,1,1208,0,2007,1,0,0,0,0,1,0,0,0,1982,4005
70.0,27650,6,7,2,1,5,2008,864,3,1,1494,0,2008,1,0,0,0,0,1,0,0,0,2358,4016
68.0,9245,6,5,1,0,5,1931,651,2,0,894,0,2007,1,0,0,0,0,1,0,0,0,1545,3938
69.37905085568637,8414,5,5,2,0,5,1976,967,3,1,1041,0,2009,1,0,0,0,0,1,0,0,0,2008,3985
80.0,13286,7,6,2,0,6,1938,1160,4,1,1635,0,2007,1,0,0,0,0,1,0,0,0,2795,3945
69.37905085568637,8765,8,5,2,0,7,1961,1629,3,1,2094,0,2010,1,0,0,0,0,1,0,0,0,3723,3971
60.0,40094,5,5,1,1,6,2004,832,3,1,1473,0,2008,1,0,0,0,0,1,0,0,0,2305,4012
69.37905085568637,8176,7,5,2,1,8,1980,858,2,1,2332,0,2007,1,0,0,0,0,1,0,0,0,3190,3987
69.37905085568637,10395,7,5,3,1,6,2003,848,2,1,1183,0,2007,1,0,0,0,0,1,0,0,0,2031,4010
64.0,8767,7,5,3,1,6,1978,793,3,1,912,0,2010,1,0,0,0,0,1,0,0,0,1705,3988
69.37905085568637,11216,6,5,1,1,10,1971,764,4,1,1148,0,2009,1,0,0,0,0,1,0,0,0,1912,3980
70.0,9591,5,5,1,0,8,1955,1383,2,1,1262,0,2006,1,0,0,0,0,1,0,0,0,2645,3961
60.0,7922,7,5,1,2,7,1915,872,3,1,2002,0,2006,1,0,0,0,0,1,0,0,0,2874,3921
62.0,10562,6,5,3,0,7,2006,858,3,1,1456,0,2007,1,0,0,0,0,1,0,0,0,2314,4013
51.0,9600,6,7,2,0,7,2003,768,3,1,720,0,2009,1,0,0,0,0,1,0,0,0,1488,4012
67.0,10880,6,5,2,0,7,1967,1848,4,1,1716,0,2006,1,0,0,0,0,1,0,0,0,3564,3973
102.0,17120,4,5,2,0,6,1954,816,2,1,1632,0,2007,1,0,0,0,0,1,0,0,0,2448,3961
54.0,16492,7,6,1,0,7,1910,551,3,1,864,0,2007,0,0,0,1,0,1,0,0,0,1415,3917
44.0,8846,7,5,2,0,5,2003,1494,4,0,1728,0,2006,1,0,0,0,0,1,0,0,0,3222,4009
51.0,70761,5,4,2,0,6,1968,940,3,1,1181,0,2007,1,0,0,0,0,1,0,0,0,2121,3975
67.0,5271,5,7,2,0,6,1941,1452,2,1,1445,0,2009,0,1,0,0,0,1,0,0,0,2897,3950
69.0,8520,8,5,1,0,5,1993,804,3,1,1216,0,2006,0,0,1,0,0,1,0,0,0,2020,3999
82.0,7399,5,7,1,1,7,1951,1742,2,1,1554,0,2006,1,0,0,0,0,1,0,0,0,3296,3957
69.0,8480,4,5,2,0,3,1977,1518,4,1,1131,0,2008,1,0,0,0,0,1,0,0,0,2649,3985
75.0,9100,7,5,2,1,4,1997,1004,3,1,1610,0,2009,0,0,0,0,1,1,0,0,0,2614,4006
70.0,10395,6,5,2,1,9,2005,611,2,1,1358,0,2006,1,0,0,0,0,1,0,0,0,1969,4011
21.0,12552,4,5,2,1,7,1960,832,3,1,1800,0,2006,1,0,0,0,0,1,0,0,0,2632,3966
78.0,8405,6,5,1,0,6,1989,1107,2,1,1040,0,2008,1,0,0,0,0,1,0,0,0,2147,3997
51.0,9531,7,3,2,0,7,1954,1484,3,1,1052,0,2009,1,0,0,0,0,1,0,0,0,2536,3963
80.0,7820,8,7,2,0,6,2007,1517,2,1,1277,0,2006,0,0,1,0,0,1,0,0,0,2794,4013
55.0,9100,8,5,2,1,8,2002,1237,2,1,1309,0,2006,1,0,0,0,0,1,0,0,0,2546,4008
70.0,10918,6,5,1,0,6,1965,1276,3,1,1228,0,2006,1,0,0,0,0,1,0,0,0,2504,3971
72.0,11500,7,5,1,0,7,1996,783,2,1,2730,0,2006,1,0,0,0,0,1,0,0,0,3513,4002
60.0,9200,7,6,1,0,7,1954,1176,3,0,1720,0,2006,1,0,0,0,0,1,0,0,0,2896,3960
69.37905085568637,6300,7,5,1,0,8,1947,1054,3,0,1493,0,2006,1,0,0,0,0,1,0,0,0,2547,3953
60.0,13907,5,5,2,1,7,2009,901,3,1,1839,0,2007,1,0,0,0,0,1,0,0,0,2740,4016
70.0,7252,6,5,1,0,4,2007,1064,3,1,1250,0,2007,0,0,1,0,0,0,1,0,0,2314,4014
50.0,8640,3,4,1,0,5,2009,1314,3,1,1077,0,2007,1,0,0,0,0,1,0,0,0,2391,4016
52.0,3180,8,5,2,1,6,1939,1165,2,0,2230,0,2009,0,0,1,0,0,1,0,0,0,3395,3948
55.0,3600,5,8,1,1,5,2006,630,2,1,1603,0,2009,1,0,0,0,0,0,1,0,0,2233,4015
90.0,9800,8,6,2,1,7,2009,1478,2,1,1464,0,2010,1,0,0,0,0,1,0,0,0,2942,4019
78.0,14230,4,7,2,0,7,1990,1362,3,1,1396,0,2007,0,0,0,1,0,1,0,0,0,2758,3997
70.0,13650,7,6,1,0,10,1957,1080,3,1,747,0,2007,1,0,0,0,0,1,0,0,0,1827,3964
50.0,10800,7,9,2,0,8,1965,1144,3,1,1978,0,2008,1,0,0,0,0,1,0,0,0,3122,3973
60.0,16635,4,6,1,0,8,2007,858,3,0,1382,0,2010,1,0,0,0,0,1,0,0,0,2240,4017
83.0,8160,7,5,1,1,7,1925,912,3,1,2224,0,2010,1,0,0,0,0,1,0,0,0,3136,3935
69.37905085568637,8248,6,5,2,0,6,1972,1976,3,1,2132,0,2009,1,0,0,0,0,1,0,0,0,4108,3981
53.0,4058,8,6,1,0,4,2006,1489,1,1,1796,0,2009,1,0,0,0,0,1,0,0,0,3285,4015
69.37905085568637,15611,7,4,1,1,7,2001,1413,3,1,2320,0,2007,1,0,0,0,0,1,0,0,0,3733,4008
24.0,7399,7,5,1,0,8,1920,1142,3,1,1316,0,2006,1,0,0,0,0,1,0,0,0,2458,3926
85.0,9600,8,6,1,0,7,1925,1430,4,1,864,0,2009,1,0,0,0,0,1,0,0,0,2294,3934
96.0,5306,6,7,2,0,6,1978,2223,2,1,1489,0,2006,1,0,0,0,0,1,0,0,0,3712,3984
70.0,8393,5,5,1,1,7,1956,1318,6,1,1216,0,2009,1,0,0,0,0,1,0,0,0,2534,3965
79.0,11040,5,5,1,1,7,2009,1176,3,1,858,0,2009,1,0,0,0,0,1,0,0,0,2034,4018
70.0,3922,6,6,1,1,7,1972,732,2,1,1625,0,2008,1,0,0,0,0,1,0,0,0,2357,3980
45.0,12615,6,5,2,0,7,1915,1518,3,1,2080,0,2007,1,0,0,0,0,1,0,0,0,3598,3922
63.0,10300,5,5,2,0,7,1978,689,5,1,2696,0,2006,1,0,0,0,0,1,0,0,0,3385,3984
72.0,13474,8,6,1,0,6,2004,742,4,1,1802,0,2008,1,0,0,0,0,1,0,0,0,2544,4012
130.0,12155,7,5,2,0,7,1966,1477,2,0,907,0,2006,0,0,0,0,1,1,0,0,0,2384,3972
69.37905085568637,13159,6,7,2,0,8,1914,1090,2,1,2353,0,2006,1,0,0,0,0,1,0,0,0,3443,3920
77.0,8750,7,9,2,1,8,2004,819,3,1,1358,0,2007,0,1,0,0,0,1,0,0,0,2177,4011
80.0,8314,8,6,3,0,6,1968,0,3,1,1131,0,2008,1,0,0,0,0,1,0,0,0,1131,3976
42.0,5604,6,9,1,0,6,1924,855,3,1,1601,0,2006,0,0,0,0,1,1,0,0,0,2456,3930
69.37905085568637,7390,7,6,1,0,7,1977,440,5,1,1099,0,2006,1,0,0,0,0,1,0,0,0,1539,3983
91.0,8760,7,5,1,0,7,1954,793,4,1,1040,0,2007,1,0,0,0,0,1,0,0,0,1833,3961
80.0,1890,5,6,2,1,8,1976,884,2,1,1098,0,2008,1,0,0,0,0,1,0,0,0,1982,3984
21.0,10142,6,5,2,0,4,1966,1040,3,0,1652,0,2006,0,0,0,0,1,1,0,0,0,2692,3972
69.37905085568637,11700,6,3,2,0,5,1961,483,2,1,1288,0,2008,1,0,0,0,0,1,0,0,0,1771,3969
69.37905085568637,8755,7,5,2,0,8,1989,1086,2,0,2158,0,2009,1,0,0,0,0,1,0,0,0,3244,3998
80.0,8899,6,8,1,0,9,2009,1156,3,1,1905,0,2007,0,0,0,0,1,1,0,0,0,3061,4016
69.37905085568637,11457,10,6,1,1,6,1900,1541,3,1,2028,0,2007,1,0,0,0,0,1,0,0,0,3569,3907
72.0,8470,7,5,1,0,6,1958,1299,3,1,1230,0,2007,1,0,0,0,0,1,0,0,0,2529,3965
43.0,10637,7,7,1,1,7,1923,1026,3,1,1554,0,2006,0,0,0,1,0,1,0,0,0,2580,3929
128.0,6380,8,6,2,0,5,1967,630,2,1,1297,0,2010,1,0,0,0,0,1,0,0,0,1927,3977
68.0,12099,6,5,2,1,6,2004,1175,2,1,1236,0,2007,0,0,0,0,1,1,0,0,0,2411,4011
70.0,13159,7,5,1,0,5,1992,600,3,1,1131,0,2008,0,0,0,1,0,1,0,0,0,1731,4000
150.0,2001,8,5,1,1,7,1957,1302,2,1,882,0,2006,0,1,0,0,0,1,0,0,0,2184,3963
79.0,2280,5,5,1,0,7,1946,485,2,1,1391,0,2006,0,0,0,0,1,1,0,0,0,1876,3952
64.0,1890,7,7,1,0,6,1997,0,3,1,1720,0,2009,1,0,0,0,0,1,0,0,0,1720,4006
60.0,17043,5,5,1,0,5,2002,625,4,1,1564,0,2009,1,0,0,0,0,1,0,0,0,2189,4011
69.37905085568637,9000,4,5,1,0,8,1925,1117,3,1,1484,0,2006,1,0,0,0,0,1,0,0,0,2601,3931
85.0,6768,7,8,1,0,8,1950,1437,1,1,1961,0,2010,1,0,0,0,0,1,0,0,0,3398,3960
69.37905085568637,8125,5,5,1,0,8,1958,1602,4,1,1262,0,2007,1,0,0,0,0,1,0,0,0,2864,3965
44.0,10041,4,8,2,0,6,1969,672,3,1,2158,0,2010,1,0,0,0,0,1,0,0,0,2830,3979
77.0,3378,4,5,2,1,4,1977,864,3,1,1895,0,2008,1,0,0,0,0,1,0,0,0,2759,3985
32.0,11952,5,9,2,1,8,1960,924,2,1,752,0,2007,1,0,0,0,0,1,0,0,0,1676,3967
78.0,11782,5,6,2,0,4,1988,808,3,1,1600,0,2006,1,0,0,0,0,1,0,0,0,2408,3994
60.0,7819,7,6,1,0,6,1978,1291,3,1,1719,0,2007,1,0,0,0,0,1,0,0,0,3010,3985
75.0,7015,6,6,2,0,5,1976,1947,3,1,1728,0,2007,1,0,0,0,0,1,0,0,0,3675,3983
40.0,13005,8,5,1,0,6,1999,1614,2,1,1225,0,2008,1,0,0,0,0,1,0,0,0,2839,4007
55.0,2280,5,5,2,0,6,2009,756,3,0,1664,0,2006,0,0,0,1,0,1,0,0,0,2420,4015
80.0,10140,6,5,1,0,6,1945,832,3,1,3222,0,2007,1,0,0,0,0,1,0,0,0,4054,3952
60.0,7990,5,5,1,1,5,1960,1194,4,1,1328,0,2007,1,0,0,0,0,1,0,0,0,2522,3967
63.0,7700,9,7,1,0,3,1977,1054,2,1,1113,0,2008,1,0,0,0,0,1,0,0,0,2167,3985
80.0,9800,6,5,1,1,10,1961,1705,3,1,1056,0,2010,1,0,0,0,0,1,0,0,0,2761,3971
82.0,9600,8,6,3,0,5,1915,1896,3,1,1638,0,2009,0,0,0,1,0,1,0,0,0,3534,3924
65.0,6120,8,6,2,0,2,2007,1541,3,1,2287,0,2010,1,0,0,0,0,1,0,0,0,3828,4017
65.0,3500,7,4,2,0,8,1971,1372,1,1,1052,0,2008,0,0,1,0,0,1,0,0,0,2424,3979
69.37905085568637,12137,6,5,1,1,9,2009,528,1,1,2640,0,2010,1,0,0,0,0,1,0,0,0,3168,4019
100.0,7658,7,5,1,0,10,1962,1362,2,1,2090,0,2008,1,0,0,0,0,1,0,0,0,3452,3970
130.0,7819,5,7,2,0,6,2006,798,3,1,980,0,2006,1,0,0,0,0,1,0,0,0,1778,4012
38.0,4043,7,5,2,0,2,1977,3094,3,1,2574,0,2007,1,0,0,0,0,1,0,0,0,5668,3984
69.37905085568637,25286,8,5,2,0,8,1940,1196,3,1,848,0,2006,0,0,0,0,1,1,0,0,0,2044,3946
60.0,9000,6,5,2,0,7,1939,1080,3,1,1056,0,2006,1,0,0,0,0,1,0,0,0,2136,3945
48.0,11241,9,7,1,0,5,2006,804,2,1,1535,0,2008,1,0,0,0,0,1,0,0,0,2339,4014
90.0,12227,7,5,1,1,7,1992,864,3,1,1502,0,2008,0,1,0,0,0,1,0,0,0,2366,4000
24.0,164660,7,6,2,0,7,1963,1561,4,1,999,0,2006,1,0,0,0,0,1,0,0,0,2560,3969
85.0,7758,5,5,2,1,8,1950,485,2,1,1040,0,2009,0,0,0,0,1,1,0,0,0,1525,3959
51.0,16259,7,5,2,0,6,1960,832,3,1,1040,0,2009,1,0,0,0,0,1,0,0,0,1872,3969
107.0,10448,6,5,2,0,6,1928,816,3,1,1779,0,2006,1,0,0,0,0,1,0,0,0,2595,3934
107.0,8012,5,4,2,1,7,1925,1500,2,1,838,0,2009,1,0,0,0,0,1,0,0,0,2338,3934
85.0,4130,6,6,2,1,4,1976,1088,2,1,1656,0,2010,1,0,0,0,0,1,0,0,0,2744,3986
36.0,6000,6,5,2,1,8,2005,764,4,1,1679,0,2009,0,0,0,0,1,1,0,0,0,2443,4014
62.0,115149,5,6,2,0,10,2002,788,3,1,2267,0,2008,1,0,0,0,0,1,0,0,0,3055,4010
69.37905085568637,13650,8,5,2,0,5,2006,1056,3,1,1252,0,2007,1,0,0,0,0,1,0,0,0,2308,4013
82.0,8978,4,5,1,0,9,2001,804,4,1,1852,0,2010,1,0,0,0,0,1,0,0,0,2656,4011
100.0,8198,7,6,1,0,5,1900,756,3,1,2520,0,2006,1,0,0,0,0,1,0,0,0,3276,3906
69.37905085568637,6762,5,5,2,0,4,2005,1253,0,1,1344,0,2006,1,0,0,0,0,1,0,0,0,2597,4011
95.0,9000,6,6,2,0,7,2006,876,3,1,1228,0,2006,0,0,0,0,1,1,0,0,0,2104,4012
69.37905085568637,9571,7,5,1,0,11,1992,923,3,1,2945,0,2008,1,0,0,0,0,1,0,0,0,3868,4000
43.0,11250,8,7,1,0,6,1880,918,3,1,1610,0,2008,1,0,0,0,0,1,0,0,0,2528,3888
75.0,12394,5,5,1,0,6,1920,926,3,0,1145,0,2008,1,0,0,0,0,1,0,0,0,2071,3928
61.0,14442,6,5,2,1,7,1961,1922,3,1,1479,0,2007,1,0,0,0,0,1,0,0,0,3401,3968
50.0,18386,8,7,1,0,7,1949,1092,3,1,1852,0,2008,0,0,0,0,1,1,0,0,0,2944,3957
72.0,10918,6,3,1,0,5,1969,1056,2,1,1324,0,2008,1,0,0,0,0,0,1,0,0,2380,3977
85.0,9786,7,5,1,0,6,1958,858,3,1,1684,0,2006,1,0,0,0,0,1,0,0,0,2542,3964
69.37905085568637,11075,7,6,1,0,6,2005,1095,0,1,1684,0,2010,1,0,0,0,0,1,0,0,0,2779,4015
21.0,10200,9,6,1,0,6,1972,1536,4,1,866,0,2010,1,0,0,0,0,1,0,0,0,2402,3982
60.0,4712,7,7,1,0,6,1945,1442,2,1,955,0,2007,1,0,0,0,0,1,0,0,0,2397,3952
60.0,14601,6,7,1,0,9,2000,712,3,1,1721,0,2006,1,0,0,0,0,1,0,0,0,2433,4006
85.0,8816,6,5,1,1,8,1920,1210,4,1,987,0,2008,1,0,0,0,0,1,0,0,0,2197,3928
95.0,9120,7,9,1,0,6,1940,1152,3,1,1535,0,2009,1,0,0,0,0,1,0,0,0,2687,3949
63.0,8248,6,5,2,0,6,1926,1462,3,1,1800,0,2009,1,0,0,0,0,1,0,0,0,3262,3935
57.0,7560,7,5,1,1,4,2004,847,4,1,1155,0,2009,1,0,0,0,0,1,0,0,0,2002,4013
129.0,8520,6,7,2,0,6,1900,686,3,1,1479,0,2007,0,0,1,0,0,1,0,0,0,2165,3907
141.0,6930,7,5,1,1,5,1962,1288,3,1,1053,0,2007,1,0,0,0,0,1,0,0,0,2341,3969
70.0,9500,6,5,1,0,5,1954,600,3,1,1121,0,2006,1,0,0,0,0,1,0,0,0,1721,3960
69.37905085568637,11606,4,5,3,0,6,1975,1728,3,1,1026,0,2006,1,0,0,0,0,1,0,0,0,2754,3981
85.0,14364,5,5,1,0,6,1963,1454,3,1,1576,0,2010,1,0,0,0,0,1,0,0,0,3030,3973
69.37905085568637,8750,6,6,1,0,7,1989,1216,3,0,912,0,2007,1,0,0,0,0,1,0,0,0,2128,3996
87.0,8800,5,5,3,0,8,1972,860,2,1,1073,0,2007,1,0,0,0,0,1,0,0,0,1933,3979
69.37905085568637,7599,8,7,2,0,4,1953,0,2,1,1795,0,2009,1,0,0,0,0,1,0,0,0,1795,3962
69.37905085568637,6600,3,5,2,0,6,2007,1496,2,1,2402,0,2008,1,0,0,0,0,1,0,0,0,3898,4015
57.0,5310,5,5,1,0,4,1998,1370,3,1,1376,0,2006,1,0,0,0,0,1,0,0,0,2746,4004
82.0,11782,7,5,1,1,5,2004,0,3,1,2473,0,2006,1,0,0,0,0,1,0,0,0,2473,4010
85.0,8120,7,6,2,1,7,1934,710,1,1,2158,0,2007,1,0,0,0,0,1,0,0,0,2868,3941
128.0,7446,6,5,2,0,7,2005,941,3,1,1040,0,2006,1,0,0,0,0,1,0,0,0,1981,4011
149.0,9742,5,5,1,0,4,1983,723,3,1,816,0,2006,1,0,0,0,0,1,0,0,0,1539,3989
75.0,9900,4,5,1,0,6,2005,1160,3,1,925,0,2006,1,0,0,0,0,1,0,0,0,2085,4011
72.0,5000,7,8,2,1,5,1957,1057,2,1,2172,0,2007,0,0,1,0,0,1,0,0,0,3229,3964
62.0,11317,9,5,2,1,6,1962,1084,3,1,803,0,2010,1,0,0,0,0,1,0,0,0,1887,3972
50.0,13500,6,7,1,0,5,1926,1080,2,1,1710,0,2009,0,0,1,0,0,1,0,0,0,2790,3935
63.0,9317,8,6,2,0,6,1957,718,2,1,1692,0,2010,1,0,0,0,0,1,0,0,0,2410,3967
44.0,8846,8,3,2,1,6,2007,896,3,1,1947,0,2006,1,0,0,0,0,1,0,0,0,2843,4013
50.0,7800,5,5,1,0,6,1996,794,3,0,3194,0,2008,1,0,0,0,0,1,0,0,0,3988,4004
69.37905085568637,2665,5,5,1,0,8,1971,1256,2,1,1982,0,2008,1,0,0,0,0,1,0,0,0,3238,3979
75.0,1680,6,6,2,0,6,1960,1056,3,1,987,0,2010,1,0,0,0,0,1,0,0,0,2043,3970
107.0,7800,5,1,2,0,7,1994,816,4,1,1539,0,2010,1,0,0,0,0,1,0,0,0,2355,4004
70.0,10197,7,5,2,0,6,1958,270,4,1,1029,0,2007,1,0,0,0,0,1,0,0,0,1299,3965
74.0,14260,7,7,2,0,7,2006,853,2,1,1052,0,2008,1,0,0,0,0,1,0,0,0,1905,4014
75.0,7200,6,7,1,0,7,1965,1078,3,1,1670,0,2008,0,0,0,1,0,1,0,0,0,2748,3973
60.0,8963,5,6,2,0,4,2000,796,4,1,1144,0,2006,1,0,0,0,0,1,0,0,0,1940,4006
78.0,11846,6,6,2,1,7,1968,1753,3,0,1560,0,2007,1,0,0,0,0,1,0,0,0,3313,3975
50.0,2448,7,7,2,1,3,1915,924,4,1,1494,0,2008,1,0,0,0,0,1,0,0,0,2418,3923
82.0,12438,5,7,1,1,6,1931,994,3,1,1464,0,2006,1,0,0,0,0,1,0,0,0,2458,3937
73.0,6120,5,5,2,2,7,1963,1522,3,1,816,0,2006,0,0,0,0,1,1,0,0,0,2338,3969
60.0,8880,6,5,1,0,6,1998,1253,3,1,1090,0,2007,1,0,0,0,0,1,0,0,0,2343,4005
60.0,19378,6,5,2,0,8,2004,1425,3,1,1228,0,2007,1,0,0,0,0,1,0,0,0,2653,4011
70.0,6000,10,7,2,0,7,1977,1190,3,1,1320,0,2009,1,0,0,0,0,1,0,0,0,2510,3986
69.37905085568637,7420,6,7,2,1,6,1969,1281,3,1,1327,0,2009,1,0,0,0,0,1,0,0,0,2608,3978
60.0,10010,5,6,2,0,7,1971,1408,3,0,1456,0,2009,1,0,0,0,0,1,0,0,0,2864,3980
50.0,11911,6,7,1,1,5,1995,1518,3,0,1097,0,2010,1,0,0,0,0,0,1,0,0,2615,4005
40.0,11717,7,5,2,0,9,1999,630,3,1,1482,0,2007,1,0,0,0,0,1,0,0,0,2112,4006
60.0,9600,7,7,3,1,6,1880,654,2,1,1768,0,2008,1,0,0,0,0,1,0,0,0,2422,3888
94.0,12800,6,5,2,0,8,1880,1029,2,1,1226,0,2010,1,0,0,0,0,1,0,0,0,2255,3890
85.0,10800,7,5,1,0,6,1945,798,4,1,1844,0,2009,1,0,0,0,0,1,0,0,0,2642,3954
60.0,12224,9,5,2,0,7,2007,1896,3,1,938,0,2006,1,0,0,0,0,1,0,0,0,2834,4013
60.0,14200,9,3,2,0,6,1976,716,3,1,2654,0,2007,1,0,0,0,0,1,0,0,0,3370,3983
87.0,7162,6,5,1,0,5,2000,384,3,1,2020,0,2010,1,0,0,0,0,1,0,0,0,2404,4010
90.0,10655,8,5,1,0,6,1982,864,1,1,2392,0,2007,0,0,1,0,0,1,0,0,0,3256,3989
72.0,10237,7,7,2,0,5,1997,1926,3,1,864,0,2007,1,0,0,0,0,1,0,0,0,2790,4004
69.37905085568637,8536,6,5,2,0,7,2001,1383,3,1,1602,0,2008,1,0,0,0,0,1,0,0,0,2985,4009
102.0,6820,7,5,1,0,5,1959,864,3,1,1852,0,2006,0,0,1,0,0,1,0,0,0,2716,3965
60.0,10880,6,5,2,0,4,1916,1196,4,1,1689,0,2008,0,1,0,0,0,1,0,0,0,2885,3924
44.0,6040,6,5,2,0,6,1955,720,3,1,987,0,2009,1,0,0,0,0,1,0,0,0,1707,3964
65.0,10125,7,5,1,1,9,1954,1638,3,1,960,0,2006,1,0,0,0,0,1,0,0,0,2598,3960
96.0,7420,6,5,2,0,8,1954,644,3,1,1068,0,2009,1,0,0,0,0,1,0,0,0,1712,3963
64.0,10364,8,5,2,0,4,1982,1215,2,1,1593,0,2006,1,0,0,0,0,1,0,0,0,2808,3988
69.37905085568637,6300,8,6,1,0,7,1920,729,2,1,1593,0,2008,1,0,0,0,0,1,0,0,0,2322,3928
69.37905085568637,5925,5,8,1,0,8,1995,1595,3,1,914,0,2010,1,0,0,0,0,1,0,0,0,2509,4005
44.0,7819,5,6,2,0,4,1953,756,3,1,1178,0,2008,1,0,0,0,0,1,0,0,0,1934,3961
134.0,1890,4,5,1,0,4,1972,1088,4,1,1117,0,2007,1,0,0,0,0,1,0,0,0,2205,3979
71.0,10141,6,5,2,0,9,1981,770,2,1,1372,0,2006,1,0,0,0,0,1,0,0,0,2142,3987
60.0,9920,6,5,1,1,7,1988,1566,4,1,1148,0,2009,1,0,0,0,0,1,0,0,0,2714,3997
50.0,8470,4,5,1,0,6,1953,864,2,1,1337,0,2007,1,0,0,0,0,1,0,0,0,2201,3960
100.0,9297,7,5,3,1,6,1962,1304,4,1,1344,0,2009,1,0,0,0,0,1,0,0,0,2648,3971
85.0,5720,7,5,2,1,8,1959,1494,4,1,2084,0,2006,1,0,0,0,0,1,0,0,0,3578,3965
81.0,11317,7,7,1,0,6,1988,1024,4,1,1212,0,2008,1,0,0,0,0,1,0,0,0,2236,3996
68.0,7875,5,5,1,0,6,1910,1188,1,0,1360,0,2009,1,0,0,0,0,1,0,0,0,2548,3919
93.0,11600,5,5,2,1,4,2006,1121,4,1,1414,0,2008,0,0,0,1,0,1,0,0,0,2535,4014
69.37905085568637,7630,5,7,1,1,12,2004,1930,3,1,1180,0,2007,0,0,1,0,0,1,0,0,0,3110,4011
60.0,9873,6,5,2,0,5,2004,1188,1,1,1026,0,2009,1,0,0,0,0,1,0,0,0,2214,4013
75.0,11625,5,5,1,0,6,2003,2392,4,1,1302,0,2008,1,0,0,0,0,1,0,0,0,3694,4011
69.37905085568637,9313,5,5,2,0,8,1977,798,3,1,334,0,2009,1,0,0,0,0,1,0,0,0,1132,3986
69.37905085568637,8160,7,5,2,1,7,1900,794,3,1,1632,0,2006,1,0,0,0,0,1,0,0,0,2426,3906
34.0,10410,7,7,3,0,11,1976,1560,3,0,1228,0,2010,1,0,0,0,0,1,0,0,0,2788,3986
66.0,7207,8,5,2,0,6,1950,1134,3,1,1716,0,2010,1,0,0,0,0,1,0,0,0,2850,3960
69.37905085568637,10480,8,5,2,2,7,1949,1276,2,1,1533,0,2010,0,0,0,0,1,1,0,0,0,2809,3959
68.0,8500,5,5,1,1,7,1959,1728,3,1,2291,0,2006,1,0,0,0,0,1,0,0,0,4019,3965
55.0,13891,5,6,1,0,7,1940,1260,3,1,1473,0,2009,1,0,0,0,0,1,0,0,0,2733,3949
69.37905085568637,8737,6,5,1,1,6,1995,965,2,1,1456,0,2010,1,0,0,0,0,1,0,0,0,2421,4005
69.37905085568637,8960,4,5,1,0,6,1910,864,3,1,1370,0,2008,0,0,0,1,0,1,0,0,0,2234,3918
90.0,6204,5,7,2,0,6,1963,756,2,1,1576,0,2006,1,0,0,0,0,1,0,0,0,2332,3969
60.0,9855,5,5,1,0,5,1988,1240,4,0,1392,0,2008,1,0,0,0,0,1,0,0,0,2632,3996
69.37905085568637,10382,9,5,2,0,5,1959,980,3,1,1056,0,2009,1,0,0,0,0,1,0,0,0,2036,3968
60.0,4400,7,8,1,0,12,2004,637,2,1,1324,0,2006,1,0,0,0,0,1,0,0,0,1961,4010
69.37905085568637,3182,7,5,1,1,8,2004,1370,2,1,1381,0,2006,1,0,0,0,0,1,0,0,0,2751,4010
70.0,6442,5,6,0,0,7,1977,1907,2,1,1610,0,2008,1,0,0,0,0,1,0,0,0,3517,3985
60.0,7535,7,5,2,1,7,2007,1482,4,1,848,0,2007,0,0,1,0,0,1,0,0,0,2330,4014
71.0,11194,5,5,2,1,6,2006,894,3,1,980,0,2007,1,0,0,0,0,1,0,0,0,1874,4013
55.0,14850,6,8,2,0,8,1998,992,2,1,1750,0,2006,1,0,0,0,0,1,0,0,0,2742,4004
69.37905085568637,4928,8,6,1,0,4,2004,1086,2,1,1644,0,2006,1,0,0,0,0,1,0,0,0,2730,4010
21.0,14587,5,6,2,0,7,1930,1144,2,1,1198,0,2006,1,0,0,0,0,1,0,0,0,2342,3936
69.37905085568637,14175,6,5,2,0,6,2007,1056,3,1,1692,0,2008,1,0,0,0,0,1,0,0,0,2748,4015
96.0,8546,7,6,2,0,4,1946,868,4,0,1750,0,2009,1,0,0,0,0,1,0,0,0,2618,3955
69.37905085568637,12108,7,6,1,1,7,2007,926,3,1,1573,0,2008,1,0,0,0,0,1,0,0,0,2499,4015
59.0,8121,6,5,2,0,8,1993,1848,2,1,1792,0,2008,1,0,0,0,0,1,0,0,0,3640,4001
24.0,9938,4,5,1,1,5,1999,520,3,1,1935,0,2008,1,0,0,0,0,1,0,0,0,2455,4007
60.0,10011,7,5,2,0,6,1970,992,3,1,1820,0,2006,1,0,0,0,0,1,0,0,0,2812,3976
69.37905085568637,5400,8,5,1,1,8,1999,979,2,1,1432,0,2007,1,0,0,0,0,1,0,0,0,2411,4006
