LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold
69.37905085568637,8967,0,6,5,1,0,5,1947,832,3,0,0,2046,0,2008
57.0,1680,0,6,5,2,0,10,1925,1650,4,0,0,1500,0,2008
50.0,10175,0,6,6,1,0,9,1940,1350,3,0,0,2192,0,2006
50.0,19138,0,8,5,1,1,5,1997,1084,2,0,0,1555,0,2006
100.0,10395,0,6,5,2,0,6,1971,1650,3,0,0,1336,0,2007
68.0,11248,0,5,7,2,0,7,2005,1276,4,0,1,1248,0,2010
75.0,8100,0,8,5,2,0,10,2002,616,3,0,0,1224,0,2008
44.0,10106,0,5,5,2,1,7,2007,1024,2,0,0,1391,0,2008
24.0,14948,4,5,7,1,0,6,2007,658,3,0,0,2183,0,2008
77.0,7937,0,5,5,2,1,8,2003,1494,4,0,0,1516,0,2008
21.0,7244,0,8,5,2,0,7,1949,1389,3,0,0,1110,0,2007
24.0,8800,0,7,7,2,0,5,1910,840,3,0,0,1208,0,2006
74.0,8160,0,10,5,2,1,4,1955,1034,2,0,1,1479,0,2007
69.37905085568637,7800,0,7,6,1,1,6,1998,1114,3,0,0,848,0,2007
74.0,4800,0,7,7,1,1,5,1949,1175,3,0,0,2978,0,2006
69.37905085568637,7200,0,8,7,2,0,8,1987,650,3,0,0,1501,0,2007
69.37905085568637,10624,0,7,6,2,0,4,1993,1200,3,0,0,1194,0,2009
52.0,7200,0,6,5,2,0,4,1920,1148,2,0,0,1116,0,2007
70.0,9554,0,9,5,1,0,6,1946,965,4,0,0,1670,0,2007
69.37905085568637,10000,0,5,6,2,0,5,1992,1430,2,0,0,1744,0,2007
66.0,5000,0,5,7,1,0,5,1920,1554,3,0,0,1152,0,2007
21.0,9920,0,6,6,3,0,8,1979,832,2,0,0,864,0,2010
122.0,8750,0,5,8,1,0,5,1988,832,3,0,0,894,0,2008
69.37905085568637,6000,0,8,5,2,0,6,1954,864,4,0,0,1500,0,2009
55.0,17920,0,6,5,2,0,5,1996,1258,3,0,0,1726,0,2007
73.0,17503,0,5,3,1,0,6,1976,910,3,0,0,1060,0,2008
52.0,46589,0,7,1,2,0,9,1981,960,2,0,0,2520,0,2009
40.0,10708,0,5,5,1,0,5,1962,1494,3,0,0,789,0,2006
103.0,3922,0,7,5,1,0,6,1978,689,2,0,0,869,0,2010
50.0,2665,0,7,5,2,1,9,1971,1568,2,0,0,1304,0,2010
88.0,2268,0,7,3,1,0,7,2006,1196,3,0,0,971,0,2006
84.0,17920,0,5,5,2,1,5,1919,735,3,0,0,1368,0,2009
69.37905085568637,9873,0,4,5,1,0,6,2003,816,3,0,1,1872,0,2008
69.37905085568637,5500,0,7,7,2,0,7,1900,1316,2,0,0,1381,0,2009
111.0,7560,0,5,5,1,0,8,1966,723,2,3,0,1368,0,2008
70.0,9135,0,8,4,2,0,3,1931,1065,8,0,0,1683,0,2009
75.0,9548,0,6,5,1,0,5,1968,926,3,0,0,1888,0,2007
60.0,1680,0,6,8,2,0,5,1931,1078,3,0,0,1482,0,2007
30.0,9245,0,6,5,2,1,5,2009,1208,3,0,0,1560,0,2010
107.0,8877,0,5,6,2,0,4,1939,970,4,0,0,1040,0,2006
69.37905085568637,9248,0,7,7,1,1,8,1918,1520,2,0,0,1567,0,2010
75.0,5586,0,8,5,2,1,5,2003,1710,4,0,0,2262,0,2009
87.0,9600,0,8,6,2,0,7,1956,626,1,0,0,1230,0,2008
60.0,12615,0,6,7,1,1,7,2006,0,4,0,0,894,0,2008
70.0,7153,3,5,6,1,0,8,2003,713,2,0,1,1306,0,2009
58.0,4438,0,6,4,2,1,5,2006,2216,4,0,0,864,0,2006
70.0,12640,0,7,5,1,1,6,2007,918,1,0,0,1229,0,2007
87.0,10200,0,5,4,1,0,8,2007,1215,2,0,0,848,0,2007
80.0,7388,0,7,5,1,0,7,2003,1482,3,0,0,1986,0,2008
58.0,1596,0,6,5,2,1,7,2004,793,3,0,0,1121,0,2009
33.0,2117,3,5,5,1,0,7,2002,1026,3,0,0,1442,0,2007
65.0,6762,0,6,8,2,0,8,2005,1566,3,0,0,1577,0,2009
47.0,3230,0,6,5,1,1,7,1900,1842,2,0,0,1656,0,2008
50.0,8064,0,8,5,2,1,5,1997,1713,4,0,0,1053,0,2008
69.37905085568637,12003,0,5,5,1,0,5,1940,1489,3,0,0,2290,0,2009
69.37905085568637,11924,3,5,5,2,0,5,1958,680,3,0,0,800,0,2008
70.0,11999,0,5,9,2,0,6,2006,1573,3,0,0,1040,0,2006
73.0,11120,0,5,5,1,0,5,2007,1164,3,1,0,1634,0,2006
69.37905085568637,8339,3,6,9,2,0,6,1995,1188,3,0,0,1097,0,2006
75.0,13125,1,5,3,1,0,8,1963,1561,2,0,0,1682,0,2007
60.0,10762,0,6,6,2,1,7,1959,864,3,0,0,902,0,2006
65.0,12155,0,6,5,2,0,7,1910,1616,2,0,0,2417,0,2009
144.0,9020,0,6,7,2,1,8,1966,1268,1,0,0,1099,0,2008
100.0,10970,0,9,5,2,0,10,1994,1383,2,0,0,1950,0,2006
50.0,19296,0,4,8,2,1,8,2006,1088,2,0,0,1768,0,2008
75.0,10562,0,7,5,1,1,5,2003,440,3,0,0,1253,0,2009
75.0,14145,0,5,4,2,0,8,2009,1726,3,0,0,924,0,2007
41.0,14803,0,5,6,2,1,10,1996,761,3,0,0,747,0,2009
69.0,12615,0,7,5,1,1,6,1997,894,2,0,1,1040,0,2008
78.0,10134,1,7,8,2,1,5,1992,1390,3,0,0,2822,0,2010
104.0,13695,0,1,6,1,1,4,1956,1057,1,0,0,3112,0,2006
70.0,6600,0,4,5,2,1,8,2000,1214,1,0,0,1718,0,2008
130.0,7128,0,4,5,1,1,8,1925,1269,2,0,0,935,0,2007
69.37905085568637,9375,0,7,5,2,1,7,1941,1268,3,0,0,1102,0,2009
50.0,4590,0,7,5,2,1,8,1999,1705,3,0,0,2183,0,2006
58.0,11988,0,8,6,2,1,7,1950,1262,1,0,0,1829,0,2009
68.0,8816,4,5,5,1,0,6,1971,780,3,0,0,1224,0,2007
60.0,11923,0,6,5,1,0,6,1966,832,3,0,0,1301,0,2006
105.0,16033,1,4,5,2,0,7,1941,768,4,0,0,1416,0,2009
60.0,14226,0,8,5,1,0,4,1957,1007,3,0,1,864,0,2010
56.0,7472,0,6,5,1,1,4,1940,765,3,0,0,2223,0,2008
78.0,9017,0,6,8,2,0,4,1948,808,4,0,0,886,0,2009
72.0,9480,0,6,2,1,0,6,1920,1056,1,0,0,1768,0,2006
24.0,12224,0,5,6,1,1,5,2006,1518,4,0,0,1756,0,2009
70.0,13400,0,8,7,2,0,5,1956,1362,2,0,0,848,0,2006
81.0,9600,0,7,5,1,0,4,1945,0,4,0,0,1370,0,2008
44.0,8400,0,4,5,1,0,6,1997,1080,3,0,0,1935,0,2007
57.0,7060,4,7,5,1,0,6,1969,1008,3,0,0,1196,0,2008
50.0,8125,0,8,5,2,0,6,1953,1158,4,0,0,3222,0,2007
75.0,17423,0,5,7,2,1,8,1997,980,4,0,0,2069,0,2006
60.0,9200,0,6,6,2,0,6,1953,680,2,0,0,1489,0,2007
50.0,8633,4,5,6,2,0,6,1946,927,3,0,0,860,0,2010
69.37905085568637,164660,0,7,6,1,1,8,1949,1541,2,0,0,1322,0,2009
60.0,1680,0,4,5,1,0,6,2009,1163,3,0,0,1269,0,2008
60.0,7200,0,5,5,2,0,9,2008,964,3,0,0,1358,0,2006
78.0,5820,0,4,5,2,0,5,1976,780,2,2,0,1294,0,2006
69.37905085568637,7314,0,7,5,2,0,7,2006,747,2,0,0,1200,0,2007
69.37905085568637,6120,0,7,5,1,0,7,1958,1484,1,0,0,2794,0,2007
69.37905085568637,16059,0,5,8,2,0,5,1954,996,4,1,0,1640,0,2009
110.0,16285,0,4,5,2,0,8,1983,700,3,0,0,988,0,2007
24.0,12209,0,7,5,2,0,9,1965,1204,4,0,0,1077,0,2007
50.0,9947,0,8,7,2,1,7,1979,1453,5,0,0,1719,0,2009
73.0,12552,0,10,6,2,0,6,1997,858,3,0,0,1844,0,2008
69.37905085568637,6792,0,6,5,1,1,6,1997,1372,3,0,0,1432,0,2007
65.0,10011,3,5,7,1,0,9,1979,1700,2,0,0,1062,0,2010
69.37905085568637,11029,1,5,5,1,0,6,1954,1164,3,0,0,1547,0,2006
60.0,8767,0,5,5,1,0,4,2007,1478,2,0,0,1080,0,2008
55.0,7200,0,8,8,2,0,4,1956,1158,3,0,0,860,0,2008
76.0,12137,0,5,5,2,1,7,1972,1440,3,0,0,2640,0,2010
69.37905085568637,16635,0,6,5,0,0,6,1953,1187,2,0,0,1319,0,2009
73.0,10762,0,7,7,1,0,6,1972,1113,3,0,0,1121,0,2006
80.0,9525,0,7,5,2,1,5,2001,1200,4,0,0,1208,0,2007
32.0,9600,0,6,5,2,1,7,1910,1842,1,0,0,1296,0,2007
63.0,9600,0,8,5,2,1,6,2004,1952,3,0,0,1470,0,2010
64.0,8712,0,6,6,1,0,6,1973,1484,2,0,1,2610,0,2007
60.0,10625,0,6,6,1,1,8,1954,912,3,1,0,1641,0,2009
69.37905085568637,21000,0,7,5,1,0,6,1980,1184,2,0,0,1134,0,2009
150.0,10659,0,6,5,1,0,6,2004,1203,3,0,0,1726,0,2009
60.0,10530,0,6,5,1,1,8,1979,912,3,0,0,1086,0,2009
60.0,7200,0,5,7,2,0,5,1960,756,3,0,0,1159,0,2006
69.37905085568637,4500,0,8,7,2,1,7,2007,858,3,0,1,1525,0,2007
69.37905085568637,12464,0,6,7,2,0,8,1939,1163,3,0,1,1178,0,2009
75.0,9571,0,4,6,1,1,6,2004,1145,5,0,0,1442,0,2007
70.0,9786,0,5,3,1,0,7,1955,1494,3,0,0,1724,0,2008
36.0,10125,0,5,5,2,1,5,1928,912,3,0,0,1734,0,2007
91.0,16659,3,4,7,2,1,7,1925,1396,3,0,0,1044,0,2006
78.0,11287,0,6,5,1,1,7,2005,1234,3,0,0,1800,0,2006
69.37905085568637,8593,0,7,5,2,1,7,2007,2153,1,0,0,1344,0,2008
75.0,8400,0,6,5,1,1,6,2002,1218,2,0,0,996,0,2009
77.0,7800,0,7,8,2,1,7,1962,884,2,0,0,864,0,2006
70.0,34650,0,5,7,1,0,6,2003,1001,3,0,0,2183,0,2007
69.37905085568637,7332,4,6,5,1,0,4,1966,999,2,0,0,4316,0,2007
60.0,10041,0,6,5,2,0,6,1921,1705,2,0,0,2198,0,2007
71.0,8530,0,5,5,2,0,8,1940,1240,4,0,0,1888,0,2009
52.0,11616,0,5,5,1,0,5,1937,525,2,0,0,1137,0,2006
70.0,9550,0,8,5,2,0,6,1997,870,4,0,0,912,0,2010
69.37905085568637,12919,0,7,5,1,0,5,1947,1650,3,0,0,2418,0,2010
116.0,8125,0,6,6,1,1,9,2003,1922,3,0,0,720,0,2010
69.37905085568637,9196,3,7,5,1,1,4,2005,1470,3,0,0,1742,0,2006
59.0,9600,0,6,5,2,1,8,1977,824,4,0,0,1402,0,2007
71.0,4403,0,6,5,2,0,12,2006,1121,2,0,1,2172,0,2007
60.0,12342,0,5,5,1,1,8,1941,773,4,0,0,1468,0,2007
21.0,8973,0,6,6,2,1,5,1993,1517,3,0,0,904,0,2010
85.0,19378,0,6,6,2,1,6,2001,0,3,0,0,1120,0,2006
57.0,215245,0,4,5,2,0,7,2003,1414,4,0,0,864,0,2006
85.0,11029,0,5,5,1,0,7,1940,1478,4,0,0,2022,0,2007
65.0,11040,3,5,5,2,0,6,2005,1370,3,0,0,2198,0,2009
57.0,9150,3,6,5,2,1,6,2003,1416,4,0,0,1232,0,2007
70.0,13360,0,7,5,2,0,5,1961,1330,4,0,0,1802,0,2009
43.0,10800,1,5,5,2,0,6,1924,1468,3,0,0,1790,0,2010
51.0,7200,0,8,5,2,0,5,1983,1052,6,0,0,784,0,2009
70.0,2592,0,6,8,2,1,6,1925,896,3,0,0,1621,0,2007
94.0,15576,0,5,7,2,0,11,1977,707,3,0,0,2030,0,2007
69.37905085568637,12122,0,9,6,3,1,4,1973,1004,3,0,0,1339,0,2006
64.0,8400,0,6,5,1,1,5,2004,1237,4,0,0,816,0,2010
69.37905085568637,8750,0,7,6,1,0,7,1937,1626,2,0,0,788,0,2009
69.37905085568637,14762,0,9,5,2,0,9,1926,832,4,0,0,1767,0,2009
69.37905085568637,11000,0,4,5,1,0,7,2003,861,3,0,0,1004,0,2008
44.0,45600,0,5,7,2,1,9,1955,1156,3,0,0,1412,0,2006
84.0,11670,3,6,5,2,0,8,1924,912,3,0,1,1801,0,2006
50.0,6858,3,6,5,1,0,5,2005,658,4,0,1,1953,0,2009
60.0,5100,2,6,6,2,0,7,1910,861,2,0,0,1217,0,2006
57.0,10452,3,8,3,1,0,6,1959,2223,2,0,0,869,0,2009
69.37905085568637,11553,0,5,5,2,0,6,1978,1208,2,0,0,987,0,2007
44.0,10150,0,3,5,2,1,4,1977,1299,2,0,0,866,0,2006
120.0,8487,3,6,5,2,0,7,2005,796,3,0,0,1470,0,2008
85.0,8593,2,7,7,2,0,6,2006,1566,3,0,0,1928,0,2009
60.0,17423,0,5,5,2,0,6,1941,924,2,0,0,1040,0,2009
50.0,8500,0,5,6,1,1,9,1952,1114,3,0,0,1057,0,2007
60.0,9135,0,4,9,1,0,7,1976,709,3,0,0,1125,0,2007
69.37905085568637,8814,0,7,6,2,0,8,2008,1272,3,0,0,2417,0,2008
43.0,5306,0,5,6,2,0,6,1980,1153,3,0,0,2019,0,2007
69.37905085568637,10896,0,6,5,1,1,6,1976,924,2,0,0,1253,0,2008
69.37905085568637,15576,0,6,8,2,0,7,1959,648,2,0,0,1203,0,2007
98.0,9938,0,6,5,1,0,5,1977,967,3,0,0,1452,0,2007
70.0,11694,0,7,7,2,0,8,1960,750,2,0,0,875,0,2009
69.37905085568637,10800,3,7,6,1,1,7,1998,1484,4,0,0,3228,0,2010
80.0,9291,0,6,7,1,1,6,1998,768,2,0,0,2002,0,2009
69.37905085568637,17920,0,7,5,1,0,5,1970,1144,3,0,0,1539,0,2008
60.0,8197,0,7,8,2,0,4,2007,912,3,0,0,1391,0,2010
69.37905085568637,11228,4,7,8,2,1,11,1910,1809,3,0,0,1552,0,2006
57.0,16321,0,5,5,2,1,6,1937,1572,3,0,0,1564,0,2007
41.0,7931,0,8,5,2,1,8,2005,1117,3,0,0,1310,0,2008
50.0,7599,0,5,5,2,0,7,1971,720,3,0,0,1381,0,2006
92.0,10010,0,8,5,2,1,5,1993,992,2,0,0,1028,0,2007
69.37905085568637,10237,0,7,8,2,0,9,1998,1001,4,0,0,1718,0,2008
85.0,12342,0,8,7,1,0,8,1951,1498,3,0,0,1714,0,2006
69.37905085568637,4671,0,9,5,1,1,7,2009,915,3,0,0,1097,0,2006
60.0,8777,0,7,6,2,1,6,1928,872,2,0,0,1717,0,2008
60.0,8400,0,6,7,1,1,8,1997,868,2,0,1,1121,0,2007
69.37905085568637,10083,0,6,8,2,0,8,1977,1266,3,0,0,1625,0,2008
54.0,5395,0,5,5,2,1,5,2007,1078,3,0,0,1363,0,2007
24.0,7018,0,5,6,2,1,7,2005,938,4,0,0,3608,0,2007
79.0,7150,0,7,5,2,1,6,1968,561,2,0,0,864,0,2007
64.0,9000,0,5,5,3,1,6,1954,1470,4,0,0,1456,0,2008
74.0,16635,0,4,5,2,0,6,1960,864,3,0,0,1595,0,2009
60.0,7449,4,5,5,2,1,4,2001,1053,4,2,0,1159,0,2009
54.0,4043,0,4,5,1,1,5,1973,1225,2,0,0,1629,0,2009
56.0,9158,0,7,5,2,0,6,1971,637,3,0,0,1856,0,2008
85.0,1680,0,6,8,1,0,7,1961,626,3,0,0,2398,0,2007
64.0,4800,0,9,8,2,1,6,1957,884,2,0,0,2034,0,2008
90.0,9480,0,8,6,1,0,4,2009,1650,4,0,0,1142,0,2007
53.0,10084,0,8,7,2,0,5,1993,1144,3,0,0,1285,0,2006
60.0,11767,0,6,5,1,1,6,1976,1235,3,0,0,1378,0,2006
69.37905085568637,13501,0,5,6,1,0,6,1968,1670,2,0,1,1743,0,2009
60.0,16492,0,5,5,2,1,7,1966,1595,3,0,0,1336,0,2009
71.0,10594,0,7,5,1,0,7,1900,1086,3,0,0,2046,0,2008
69.37905085568637,2289,0,5,5,1,0,6,2005,696,3,0,0,1077,0,2008
69.37905085568637,21535,0,9,5,1,0,6,1931,1392,3,0,0,1904,0,2009
35.0,9938,0,8,5,1,1,6,1982,813,3,0,0,720,0,2006
53.0,11228,0,5,5,2,0,10,1964,1121,3,0,0,1080,0,2009
69.37905085568637,9591,0,7,7,0,0,6,1957,817,3,0,0,1047,0,2007
60.0,9600,0,8,5,2,1,5,1936,1604,6,0,0,910,0,2010
53.0,9000,0,6,5,2,0,8,1914,1237,4,0,0,1419,512,2008
69.37905085568637,5000,1,8,9,2,1,6,2006,1616,3,0,0,1852,0,2008
69.37905085568637,2651,0,4,5,2,0,10,1959,1120,3,0,0,1691,0,2009
70.0,14559,0,7,5,1,0,7,2007,1029,3,0,0,1752,0,2010
69.37905085568637,13600,3,7,5,2,0,7,2006,940,1,0,0,1788,0,2009
57.0,11700,0,5,6,2,1,5,1962,855,3,0,0,1442,0,2006
48.0,10659,0,4,7,1,0,7,1979,1777,4,0,0,1430,0,2006
69.37905085568637,7875,0,6,5,2,0,8,1971,2078,4,0,0,2794,0,2006
100.0,3951,0,8,5,2,1,8,1992,828,3,0,0,1428,0,2006
75.0,9600,3,8,5,2,0,6,1910,1158,3,0,0,2353,0,2009
55.0,10800,1,5,5,1,0,6,1967,588,3,0,0,1296,0,2008
50.0,11341,0,3,5,2,1,4,1954,1952,3,1,0,1709,0,2007
50.0,13418,1,8,7,1,0,6,1930,832,3,0,0,2468,0,2007
70.0,14331,3,8,5,1,2,7,1953,1314,3,0,0,1336,0,2008
82.0,7153,4,6,5,2,0,5,1993,0,4,0,0,1554,0,2008
92.0,13560,0,6,8,2,0,6,1958,880,3,0,0,816,0,2009
69.37905085568637,9450,0,5,8,2,0,5,1910,528,3,0,0,1550,0,2007
60.0,8068,0,5,6,2,1,11,2006,1602,4,0,0,1039,0,2008
36.0,11885,0,5,5,2,1,8,1999,2223,3,0,0,2630,0,2007
77.0,13474,3,6,5,2,0,6,1965,1310,2,0,0,1015,0,2007
58.0,15660,0,7,5,1,1,7,1920,988,2,0,0,1144,0,2010
34.0,11838,0,6,5,2,1,7,1964,1436,1,0,0,1517,0,2006
30.0,8750,0,5,6,1,0,6,1963,483,3,0,0,1895,0,2006
85.0,2308,0,5,6,1,1,5,1918,1482,2,0,0,1276,0,2009
69.37905085568637,10083,2,6,9,1,1,5,1965,725,3,0,0,1196,0,2009
75.0,8163,0,5,5,1,0,5,1913,894,3,0,1,1215,0,2010
80.0,9400,0,4,5,3,0,8,1940,824,3,0,0,2000,0,2008
60.0,2308,0,5,7,1,1,9,2006,506,3,0,0,1595,0,2007
90.0,8973,0,6,5,1,1,5,1970,1398,3,0,0,1370,0,2009
100.0,6762,0,5,5,2,1,8,1994,783,3,0,0,1852,0,2006
95.0,7200,0,6,5,2,0,6,1920,1868,4,0,0,848,0,2007
48.0,6970,0,6,5,2,0,8,1925,1520,2,0,0,2291,0,2007
64.0,13891,0,8,7,2,1,6,1925,1304,3,0,0,1215,0,2006
21.0,8393,0,6,5,2,0,5,1972,672,3,0,0,1954,0,2006
92.0,15602,0,8,5,2,0,9,1957,1742,3,0,0,1306,0,2006
92.0,11423,0,8,6,2,1,6,1956,1084,3,0,0,987,0,2007
122.0,9291,3,8,5,1,0,5,2007,1541,4,0,0,1252,0,2007
60.0,18386,0,8,5,1,0,4,2004,1264,4,0,0,2161,0,2006
60.0,1596,0,5,5,1,0,4,1976,1392,4,0,0,1792,0,2008
72.0,10859,0,7,7,1,1,5,2000,853,4,0,0,1776,0,2010
70.0,9636,0,5,5,2,0,6,1960,1126,3,0,0,1812,0,2010
40.0,5900,0,4,5,2,1,6,2005,1148,2,0,0,1644,0,2010
63.0,4608,0,7,5,1,1,4,1955,993,2,0,0,1400,0,2007
79.0,9142,0,8,8,1,0,5,1921,1479,3,0,0,2358,0,2009
42.0,8750,0,7,5,2,0,6,1960,941,3,0,0,1144,0,2008
78.0,9600,0,9,6,1,1,8,2005,1112,2,0,0,1500,0,2009
60.0,14803,0,5,5,2,0,6,1948,384,3,0,0,1072,0,2008
60.0,12220,0,8,7,2,1,5,2007,1053,3,0,0,1852,0,2008
69.37905085568637,11070,0,8,5,1,0,7,1954,1026,2,0,0,2466,0,2008
75.0,5600,0,6,5,2,1,7,1951,1200,3,0,0,1829,0,2008
100.0,17600,0,8,5,2,0,6,1900,1392,2,0,0,1225,0,2006
60.0,10400,0,5,7,0,0,9,1987,783,3,0,0,1412,0,2006
69.37905085568637,17423,0,4,5,1,0,5,1977,907,2,0,0,1742,0,2009
75.0,9938,0,5,5,2,0,5,2007,916,3,0,0,2730,0,2010
78.0,13159,1,8,4,2,0,7,2004,1150,3,0,0,1126,0,2010
69.37905085568637,11120,0,5,5,2,0,6,2002,742,3,0,0,1414,0,2006
57.0,8967,4,5,5,2,0,5,1940,1161,3,0,0,1363,0,2010
90.0,9600,0,9,5,1,0,9,2007,807,2,0,0,1068,0,2006
50.0,11423,0,5,5,1,0,4,1976,1626,3,0,0,2020,0,2009
65.0,14200,0,5,7,2,0,6,1976,780,2,0,0,1309,0,2008
70.0,13360,0,6,6,1,0,6,2000,848,2,0,0,1526,0,2006
63.0,3182,0,5,5,1,0,7,2007,920,4,0,0,1121,0,2008
50.0,5784,3,5,5,2,0,7,1997,1340,3,0,0,1792,0,2009
98.0,8125,0,4,5,2,0,7,2000,798,3,0,0,1479,0,2009
70.0,9464,0,7,8,1,1,4,1964,1396,4,0,0,773,0,2006
68.0,8633,0,7,5,2,1,7,1974,1040,3,0,1,864,0,2007
88.0,9600,0,8,3,2,0,7,2008,847,2,0,1,1494,0,2009
74.0,5350,0,5,5,2,0,7,1999,980,2,1,0,1501,0,2006
80.0,4571,0,7,5,1,0,8,1900,1833,2,0,0,1199,0,2010
69.37905085568637,10880,0,8,7,2,0,8,2004,1113,4,0,0,1155,0,2010
92.0,6600,3,6,5,2,0,7,1981,1099,3,0,0,875,0,2007
65.0,7931,0,8,6,2,1,9,1988,888,3,0,0,1234,0,2009
69.37905085568637,10791,0,5,6,2,0,8,1975,1442,2,0,0,1634,0,2007
57.0,12822,0,9,5,2,1,8,1995,190,3,0,0,1309,0,2006
30.0,6768,0,6,5,1,0,6,1961,1157,3,0,0,1855,0,2008
79.0,10500,3,6,5,1,0,4,2006,1350,3,0,0,840,0,2008
75.0,17140,0,5,5,1,0,5,2006,1473,3,0,0,778,0,2007
50.0,10020,0,5,5,1,0,11,2005,1202,3,0,0,1040,0,2008
69.0,8834,0,8,7,2,0,7,1973,944,4,0,0,1092,0,2006
66.0,15750,0,5,6,2,0,7,2006,770,2,0,0,1229,0,2008
57.0,8068,3,5,5,2,1,6,1994,910,3,0,0,987,0,2007
54.0,2117,0,7,5,2,0,8,1973,600,3,0,0,1165,0,2007
70.0,11200,0,8,5,2,1,4,2008,462,3,0,0,858,0,2007
118.0,9548,0,6,5,1,0,8,2004,1362,4,0,0,1120,0,2007
69.37905085568637,8530,0,7,5,1,1,4,1996,816,2,0,0,825,0,2010
85.0,7200,1,5,7,2,0,7,1964,720,2,0,0,1629,0,2010
30.0,9187,0,7,8,1,1,5,1993,864,3,0,0,2520,0,2008
70.0,6420,3,6,5,1,2,10,1945,1442,3,0,0,2207,0,2006
69.37905085568637,8176,1,8,5,2,1,8,1964,1125,3,0,0,1682,0,2006
55.0,4928,0,8,4,1,0,6,1976,768,3,0,0,988,0,2006
80.0,7875,0,8,6,1,0,6,1965,1486,3,0,0,1720,0,2007
55.0,13474,0,7,9,2,0,7,2005,1430,2,0,0,1469,0,2006
60.0,9600,0,6,5,2,0,6,2004,858,2,0,1,1108,0,2009
71.0,12182,3,6,5,2,1,8,1924,1073,4,0,1,1922,0,2009
70.0,4456,0,7,5,1,1,6,1950,1176,4,0,0,1479,0,2009
48.0,8846,0,5,4,1,0,7,1955,1122,3,0,0,1204,0,2008
70.0,9375,0,7,7,2,0,11,2005,1375,3,0,0,1250,0,2006
80.0,3182,0,5,7,2,0,7,2006,1202,3,0,0,1092,0,2007
69.37905085568637,9945,0,6,7,1,0,5,1993,1248,3,0,0,1536,0,2009
69.37905085568637,11478,3,6,9,2,1,5,2006,813,3,0,0,747,0,2008
79.0,5586,0,7,5,1,0,7,1953,1052,3,0,0,1317,0,2009
75.0,22420,0,7,6,1,0,6,1925,907,3,0,0,752,0,2010
69.37905085568637,9180,0,6,5,2,1,7,1936,936,2,0,0,1707,0,2006
70.0,15523,0,6,5,3,0,4,1994,798,4,0,0,1713,0,2008
59.0,8640,0,8,5,2,0,4,1966,0,1,0,0,1638,0,2008
69.37905085568637,9965,0,6,5,1,1,5,1939,848,2,0,0,1144,0,2009
65.0,8521,4,9,5,1,1,6,1957,637,3,0,0,1716,0,2007
111.0,11600,1,9,5,1,0,8,1963,0,3,0,0,1158,0,2006
41.0,6240,3,4,5,1,0,7,1960,686,2,0,0,1163,0,2010
69.37905085568637,3230,0,5,7,2,0,6,1956,0,3,0,0,4316,0,2008
60.0,8462,0,7,5,1,1,5,1976,560,2,0,0,848,0,2007
69.37905085568637,8846,3,6,5,1,0,8,2002,1358,2,0,0,1855,0,2008
91.0,9060,0,6,5,2,1,7,1993,1234,2,0,0,858,0,2008
52.0,8160,0,7,5,3,0,8,1962,794,3,0,0,773,0,2009
24.0,13500,0,8,5,2,0,5,1959,1208,3,0,0,1588,0,2006
70.0,7438,0,4,5,2,0,6,1972,1084,3,0,0,1291,0,2007
85.0,5400,4,6,4,0,0,5,1919,1080,2,0,0,1276,0,2006
65.0,7060,0,4,8,1,1,5,1900,964,2,0,0,1572,0,2009
85.0,4400,0,6,4,2,0,11,1930,1362,3,0,0,1664,0,2009
50.0,7540,0,6,4,1,0,5,2005,723,3,0,0,1949,0,2007
80.0,10141,0,5,6,1,1,5,1951,882,2,0,0,1922,0,2007
69.37905085568637,159000,0,1,5,2,0,6,1983,755,2,0,0,2256,0,2009
40.0,9000,0,6,5,2,0,5,1930,1225,4,0,0,864,0,2009
67.0,13350,0,7,5,1,0,6,1929,1650,4,0,0,1728,0,2008
21.0,8199,4,7,5,1,1,8,2000,768,3,0,0,1203,0,2009
40.0,6120,3,4,6,1,0,7,1982,1262,3,0,0,1520,0,2007
44.0,3072,0,5,6,2,0,6,1954,1362,4,0,0,1869,0,2009
80.0,6292,0,5,7,1,0,5,1970,1581,3,0,0,1479,0,2006
75.0,7200,0,7,5,1,1,7,2006,840,4,0,0,2696,0,2007
69.37905085568637,7200,2,5,5,1,0,8,1993,654,3,0,0,1469,0,2007
50.0,5062,0,4,6,1,0,4,1908,1686,3,0,0,904,0,2007
54.0,21750,3,7,5,1,0,5,1931,1200,4,0,1,1694,0,2006
78.0,14536,0,6,6,2,0,6,1925,2330,4,0,0,864,0,2007
24.0,5063,0,7,6,2,0,9,1980,900,3,0,0,3493,0,2009
69.37905085568637,13472,0,7,6,2,0,7,1925,1104,3,0,0,1564,0,2006
80.0,13907,0,7,5,2,0,4,1999,755,3,0,0,1216,0,2009
55.0,8248,0,6,6,2,0,8,1998,980,3,1,0,1506,0,2007
34.0,8125,0,6,8,2,0,9,1956,660,3,0,0,1112,0,2010
60.0,1680,0,6,7,1,1,8,1968,1728,2,0,0,1501,0,2007
69.37905085568637,6371,0,4,7,2,2,6,1977,1145,3,0,0,2022,0,2008
24.0,14006,3,5,5,1,1,6,1920,1062,3,0,0,968,0,2008
